pig_id,flying,flyhour,kids6,kids18,age,educ,flywage,spouseage,spouseeduc,spousewage,faminc,taxrate,momeduc,dadeduc,exp,otherfaminc,logwage,expsq
524,0,0,0,1,46,12,NA,47,10,13.243,29553,0.5815,10,7,10,29.553,NA,100
525,0,0,0,3,31,10,NA,33,9,3.6458,4350,0.9415,7,7,4,4.35,NA,16
526,0,0,0,0,52,11,NA,51,12,10.407,24000,0.6615,7,7,3,24,NA,9
527,0,0,0,2,46,12,NA,55,12,8.2117,18300,0.6915,7,7,10,18.3,NA,100
528,0,0,2,0,35,12,NA,44,16,8.6735,17200,0.7215,7,3,9,17.2,NA,81
529,0,0,0,0,59,12,NA,56,10,8.3208,16476,0.6915,7,7,7,16.476,NA,49
530,0,0,0,1,36,8,NA,40,12,4.287,13400,0.7515,0,0,12,13.4,NA,144
531,0,0,1,3,51,7,NA,52,7,10.5,44988,0.5215,3,3,0,44.988,NA,0
532,0,0,1,0,31,16,NA,31,12,7.9787,18200,0.6915,12,12,16,18.2,NA,256
533,0,0,0,2,31,14,NA,36,17,11.814,28000,0.6215,12,12,4,28,NA,16
534,0,0,1,1,32,12,NA,39,13,6.1111,11550,0.7515,12,12,7,11.55,NA,49
535,0,0,1,2,35,16,NA,38,16,12.578,28450,0.6215,12,7,7,28.45,NA,49
536,0,0,0,3,40,12,NA,43,12,11.244,15096,0.7515,7,10,14,15.096,NA,196
537,0,0,1,2,33,10,NA,38,12,2.7408,8009,0.7815,7,7,2,8.009,NA,4
538,0,0,0,0,54,7,NA,52,11,4.4444,10040,0.7515,0,0,20,10.04,NA,400
539,0,0,1,1,36,12,NA,37,12,5.8267,16700,0.7215,12,12,5,16.7,NA,25
540,0,0,0,1,50,10,NA,60,8,2.3478,8400,0.7815,12,7,10,8.4,NA,100
541,0,0,0,0,54,8,NA,49,8,4.4755,13000,0.7215,0,0,20,13,NA,400
542,0,0,0,1,48,11,NA,49,12,8.4986,17970,0.7215,7,7,10,17.97,NA,100
543,0,0,0,4,41,15,NA,42,16,7.1825,18450,0.7215,14,17,8,18.45,NA,64
544,0,0,0,4,50,12,NA,53,12,10.87,31000,0.6615,12,7,11,31,NA,121
545,0,0,0,2,46,12,NA,51,8,7.1222,24135,0.7215,10,7,3,24.135,NA,9
546,0,0,0,1,42,13,NA,47,17,10.6592,31700,0.5815,12,12,6,31.7,NA,36
547,0,0,1,2,31,9,NA,34,12,3.2762,10190,0.7915,3,3,4,10.19,NA,16
548,0,0,0,0,53,12,NA,58,8,7.7521,21574,0.7215,10,10,4,21.574,NA,16
549,0,0,0,1,51,12,NA,57,12,11.945,26680,0.6215,3,3,9,26.68,NA,81
550,0,0,0,1,47,12,NA,57,12,4.6154,17700,0.7515,7,9,10,17.7,NA,100
551,0,0,0,1,50,12,NA,50,12,13.021,29400,0.6215,12,12,3,29.4,NA,9
552,0,0,0,1,37,6,NA,52,5,2.6667,22159,0.7515,7,7,2,22.159,NA,4
553,0,0,2,2,30,12,NA,31,12,8.8333,35000,0.5815,12,12,2,35,NA,4
554,0,0,0,0,49,12,NA,39,12,2.3669,8630,0.7915,16,16,0,8.63,NA,0
555,0,0,0,2,52,12,NA,49,16,5,17080,0.7515,7,0,8,17.08,NA,64
556,0,0,0,2,47,12,NA,49,16,7.4597,32500,0.7215,10,7,6,32.5,NA,36
557,0,0,0,0,49,12,NA,53,12,7.7519,16000,0.7215,7,7,15,16,NA,225
558,0,0,0,4,44,12,NA,31,16,5.4054,18850,0.7515,12,10,15,18.85,NA,225
559,0,0,0,0,53,8,NA,59,9,6.1239,17500,0.6915,9,9,9,17.5,NA,81
560,0,0,1,0,30,12,NA,31,13,8.3369,19392,0.6915,7,12,8,19.392,NA,64
561,0,0,0,2,54,12,NA,55,12,7.1277,14450,0.7215,7,10,18,14.45,NA,324
562,0,0,1,1,47,7,NA,51,7,6.1204,21800,0.6915,0,0,3,21.8,NA,9
563,0,0,0,0,56,15,NA,56,12,3.1111,7700,0.7515,7,7,10,7.7,NA,100
564,0,0,0,1,49,12,NA,52,16,12.161,31800,0.5815,7,7,6,31.8,NA,36
565,0,0,0,0,48,6,NA,55,12,5.3846,17258,0.7515,7,7,20,17.258,NA,400
566,0,0,0,1,49,12,NA,53,10,3.9838,13399,0.7515,10,12,8,13.399,NA,64
567,0,0,0,1,56,12,NA,60,12,7.4697,16073,0.7215,12,16,3,16.073,NA,9
568,0,0,0,0,46,12,NA,46,11,11.411,23260,0.6615,7,7,4,23.26,NA,16
569,0,0,0,2,45,12,NA,49,17,12.936,37300,0.5515,12,12,13,37.3,NA,169
570,0,0,0,2,32,12,NA,35,12,5.6122,11000,0.7515,12,7,4,11,NA,16
571,0,0,1,1,43,12,NA,41,12,6.8099,13075,0.7515,7,7,17,13.075,NA,289
572,0,0,1,1,34,12,NA,39,12,8.5066,13700,0.7215,7,7,4,13.7,NA,16
573,0,0,1,1,30,12,NA,51,10,5.508,25100,0.6615,7,10,0,25.1,NA,0
574,0,0,2,0,38,17,NA,39,12,7.2285,18600,0.6915,12,16,15,18.6,NA,225
575,0,0,1,1,33,16,NA,36,17,9.4545,29000,0.6215,16,16,11,29,NA,121
576,0,0,0,0,52,12,NA,55,12,8.9835,19237,0.6915,7,7,23,19.237,NA,529
577,0,0,0,3,43,11,NA,45,12,5.9846,19855,0.7215,12,14,1,19.855,NA,1
578,0,0,1,1,33,12,NA,34,12,3.9629,9450,0.7515,12,7,5,9.45,NA,25
579,0,0,0,0,45,10,NA,48,12,7.0575,30000,0.5815,7,7,1,30,NA,1
580,0,0,2,1,36,10,NA,38,12,7.1565,15000,0.7215,10,10,5,15,NA,25
581,0,0,1,1,34,12,NA,39,17,4.0145,24701,0.6615,12,12,3,24.701,NA,9
582,0,0,0,2,37,14,NA,50,16,3.8829,15900,0.7215,10,14,3,15.9,NA,9
583,0,0,0,1,46,10,NA,51,12,7.9787,16240,0.7215,7,7,19,16.24,NA,361
584,0,0,0,0,47,12,NA,55,10,5.0366,21100,0.7515,12,12,20,21.1,NA,400
585,0,0,2,1,31,16,NA,32,16,7.0769,23000,0.6615,12,12,5,23,NA,25
586,0,0,0,0,57,5,NA,58,5,3.6184,6340,0.7715,7,7,0,6.34,NA,0
587,0,0,1,1,30,12,NA,30,13,13.466,42250,0.4915,10,10,3,42.25,NA,9
588,0,0,0,0,30,12,NA,43,17,14.531,14694,0.7215,12,10,3,14.694,NA,9
589,0,0,0,3,44,12,NA,45,12,6.8,21417,0.7215,12,12,7,21.417,NA,49
590,0,0,0,0,53,13,NA,53,13,6.6667,20200,0.6615,7,12,7,20.2,NA,49
591,0,0,0,0,51,8,NA,54,8,5.9172,12090,0.7215,7,7,1,12.09,NA,1
592,0,0,1,3,39,12,NA,36,14,10.24,24760,0.6615,12,7,13,24.76,NA,169
593,0,0,0,0,52,8,NA,54,12,8.1566,23000,0.6915,7,3,0,23,NA,0
594,0,0,0,4,46,8,NA,50,12,6.6775,19365,0.7215,3,3,0,19.365,NA,0
595,0,0,0,5,47,12,NA,49,12,0.9615,5550,0.9415,7,7,12,5.55,NA,144
596,0,0,0,2,52,8,NA,54,8,16.907,68035,0.4415,7,3,0,68.035,NA,0
597,0,0,0,2,45,12,NA,46,15,13.57,29300,0.6215,10,14,5,29.3,NA,25
598,0,0,0,0,60,11,NA,52,11,8.9329,18500,0.6915,7,7,45,18.5,NA,2025
599,0,0,0,2,41,13,NA,54,7,4.7372,22582,0.7215,17,7,10,22.582,NA,100
600,0,0,0,3,39,8,NA,45,12,8.5106,21500,0.7215,7,7,2,21.5,NA,4
601,0,0,0,1,49,12,NA,51,12,5.2511,28070,0.7515,7,7,3,28.07,NA,9
602,0,0,1,1,32,15,NA,37,13,21.786,50300,0.4415,12,12,1,50.3,NA,1
603,0,0,1,3,33,12,NA,34,13,7.9125,23500,0.6615,12,12,5,23.5,NA,25
604,0,0,0,4,36,10,NA,37,8,7.1083,15500,0.7515,7,9,10,15.5,NA,100
605,0,0,3,3,37,13,NA,39,14,5.0434,13440,0.7715,7,0,4,13.44,NA,16
606,0,0,1,2,30,12,NA,34,11,2.2442,8100,0.7815,12,12,7,8.1,NA,49
607,0,0,1,1,44,11,NA,37,10,8.5069,9800,0.7515,7,12,9,9.8,NA,81
608,0,0,0,1,48,12,NA,49,12,7.5758,20300,0.6915,7,12,5,20.3,NA,25
609,0,0,0,4,40,11,NA,45,11,5.8824,15000,0.7515,7,7,4,15,NA,16
610,0,0,0,0,47,13,NA,49,16,40.441,56100,0.4415,9,9,11,56.1,NA,121
611,0,0,0,2,36,12,NA,40,12,6.2339,22846,0.7215,12,7,9,22.846,NA,81
612,0,0,0,2,40,11,NA,42,14,9.2971,22225,0.6915,7,12,4,22.225,NA,16
613,0,0,0,1,46,12,NA,46,12,0.7038,17635,0.9415,12,7,2,17.635,NA,4
614,0,0,0,0,52,12,NA,54,12,2.5425,18500,0.6915,3,12,23,18.5,NA,529
615,0,0,0,1,44,12,NA,45,12,5.0833,13390,0.7515,12,12,3,13.39,NA,9
616,0,0,0,1,45,10,NA,46,14,7.6843,15150,0.7215,7,7,15,15.15,NA,225
617,0,0,2,1,30,7,NA,35,7,4.0625,16200,0.7815,7,3,8,16.2,NA,64
618,0,0,1,3,40,12,NA,44,12,6.5106,33920,0.6615,12,12,3,33.92,NA,9
619,0,0,0,1,43,12,NA,43,12,2.951,14000,0.7215,7,12,25,14,NA,625
620,0,0,0,2,49,12,NA,53,10,5.6738,16736,0.7515,12,3,2,16.736,NA,4
621,0,0,1,4,46,12,NA,48,12,12.766,30650,0.6615,12,12,0,30.65,NA,0
622,0,0,0,0,52,11,NA,52,12,6,12400,0.7515,7,7,19,12.4,NA,361
623,0,0,1,1,31,12,NA,33,15,9.2955,19022,0.6915,7,10,3,19.022,NA,9
624,0,0,1,1,42,10,NA,47,11,5.1324,11203,0.7515,7,7,7,11.203,NA,49
625,0,0,0,3,33,11,NA,38,8,9.0659,19876,0.6915,7,14,1,19.876,NA,1
626,0,0,0,0,57,16,NA,57,13,11.931,57000,0.4415,7,12,9,57,NA,81
627,0,0,0,0,49,10,NA,51,10,6.7164,18290,0.6915,10,10,3,18.29,NA,9
628,0,0,0,1,45,14,NA,47,14,4.5851,20220,0.6915,14,12,8,20.22,NA,64
629,0,0,0,0,56,11,NA,56,12,9.2567,22150,0.6915,7,7,0,22.15,NA,0
630,0,0,1,3,41,12,NA,43,12,8.5656,30623,0.6215,10,10,5,30.623,NA,25
631,0,0,0,0,56,5,NA,53,6,6.7407,9380,0.7515,3,3,20,9.38,NA,400
632,0,0,0,1,48,10,NA,48,10,9.8788,22000,0.6915,7,7,3,22,NA,9
633,0,0,0,2,52,16,NA,53,16,9.375,23675,0.6615,12,10,12,23.675,NA,144
634,0,0,0,0,51,12,NA,55,12,6.277,33671,0.7215,7,7,5,33.671,NA,25
635,0,0,0,3,35,11,NA,39,10,6.4241,12367,0.7515,7,7,1,12.367,NA,1
636,0,0,0,0,45,12,NA,51,12,8.3718,21950,0.6615,7,7,0,21.95,NA,0
637,0,0,0,0,54,12,NA,58,17,12.22,32000,0.5815,7,7,7,32,NA,49
638,0,0,0,2,54,12,NA,54,13,3.5612,22610,0.7215,10,10,13,22.61,NA,169
639,0,0,1,0,31,12,NA,32,8,8.867,12092,0.7515,7,7,3,12.092,NA,9
640,0,0,0,3,53,6,NA,54,4,1.8515,3777,0.9415,7,7,0,3.777,NA,0
641,0,0,2,2,35,14,NA,34,14,8.0769,36000,0.5515,16,14,2,36,NA,4
642,0,0,1,3,36,12,NA,40,16,8.9796,26900,0.6615,12,16,0,26.9,NA,0
643,0,0,0,0,59,12,NA,60,12,6.6618,32242,0.6615,7,7,2,32.242,NA,4
644,0,0,0,0,54,16,NA,54,17,11.107,35020,0.5815,16,17,1,35.02,NA,1
645,0,0,1,1,37,12,NA,47,17,14.077,37600,0.5515,7,7,10,37.6,NA,100
646,0,0,0,0,44,12,NA,54,10,0.4121,1500,0.9415,7,7,10,1.5,NA,100
647,0,0,1,2,34,17,NA,40,16,23.81,96000,0.4415,12,12,1,96,NA,1
648,0,0,0,0,49,12,NA,50,12,9.5745,18150,0.6915,7,7,3,18.15,NA,9
649,0,0,0,0,49,12,NA,51,12,1.9286,15500,0.7215,7,7,32,15.5,NA,1024
650,0,0,0,0,60,9,NA,60,8,2.5783,14000,0.7215,7,7,0,14,NA,0
651,0,0,0,0,51,12,NA,55,12,7.2274,14756,0.7215,7,7,7,14.756,NA,49
652,0,0,1,1,30,12,NA,30,14,8.8,22000,0.6615,12,10,5,22,NA,25
653,0,0,0,2,47,12,NA,49,9,7.75,24466,0.6615,7,7,2,24.466,NA,4
654,0,0,0,4,36,12,NA,45,17,14.688,24400,0.6615,12,12,5,24.4,NA,25
655,0,0,1,3,35,12,NA,38,12,10.487,24000,0.6615,7,7,3,24,NA,9
656,0,0,0,0,58,12,NA,53,12,4.0253,15500,0.7215,12,9,25,15.5,NA,625
657,0,0,1,3,41,14,NA,42,16,11.765,30800,0.6215,14,12,0,30.8,NA,0
658,0,0,0,1,51,10,NA,52,8,9.5238,10660,0.7515,7,7,3,10.66,NA,9
659,0,0,0,0,47,12,NA,52,12,6.9079,13350,0.7215,7,7,10,13.35,NA,100
660,0,0,1,2,45,9,NA,35,9,5.151,10090,0.7515,12,3,10,10.09,NA,100
661,0,0,0,0,60,14,NA,55,17,20.496,55600,0.4415,16,14,7,55.6,NA,49
662,0,0,1,1,30,16,NA,46,16,13.555,25700,0.6615,12,12,5,25.7,NA,25
663,0,0,0,0,55,11,NA,57,13,14.796,29000,0.5815,7,3,15,29,NA,225
664,0,0,1,2,32,12,NA,50,8,1.6905,7286,0.7815,10,7,1,7.286,NA,1
665,0,0,0,2,36,12,NA,38,12,7.2296,37752,0.5215,7,7,5,37.752,NA,25
666,0,0,0,0,55,12,NA,53,7,4.1152,13072,0.7515,3,3,9,13.072,NA,81
667,0,0,0,0,47,12,NA,47,12,2.999,7044,0.7715,3,3,18,7.044,NA,324
668,0,0,0,1,47,12,NA,52,8,8.0492,18200,0.6915,7,7,1,18.2,NA,1
669,0,0,0,1,37,11,NA,39,12,8.577,27000,0.6215,12,7,0,27,NA,0
670,0,0,0,2,50,12,NA,53,17,9.3235,30300,0.5815,10,12,6,30.3,NA,36
671,0,0,0,3,30,12,NA,31,12,4.7059,12000,0.7515,3,7,1,12,NA,1
672,0,0,0,1,48,17,NA,45,17,9.1346,31500,0.6615,16,17,2,31.5,NA,4
673,0,0,0,2,43,10,NA,49,12,7.767,27092,0.7215,10,10,15,27.092,NA,225
674,0,0,1,0,48,11,NA,46,8,4.1269,20968,0.7515,7,7,25,20.968,NA,625
675,0,0,1,2,41,14,NA,44,17,10,27000,0.6615,17,7,1,27,NA,1
676,0,0,0,0,50,12,NA,52,10,4.0727,11225,0.7515,7,10,0,11.225,NA,0
677,0,0,0,0,58,8,NA,59,5,7.8529,37700,0.5815,3,3,0,37.7,NA,0
678,0,0,0,5,38,13,NA,43,15,7.8168,28200,0.6615,12,16,0,28.2,NA,0
679,0,0,0,1,37,12,NA,39,12,9.1667,34000,0.6615,7,12,8,34,NA,64
680,0,0,0,0,50,16,NA,51,17,29.644,63200,0.4415,12,7,22,63.2,NA,484
681,0,0,0,4,42,8,NA,44,6,4.0761,7500,0.7915,3,3,5,7.5,NA,25
682,0,0,1,3,37,9,NA,37,17,8.362,17410,0.7215,10,10,10,17.41,NA,100
683,0,0,0,2,41,16,NA,40,17,12.062,51000,0.4415,16,17,1,51,NA,1
684,0,0,0,2,31,12,NA,31,12,2.3251,12916,0.7515,10,7,1,12.916,NA,1
685,0,0,0,0,51,12,NA,55,11,10.01,21900,0.6615,7,7,6,21.9,NA,36
686,0,0,1,2,36,12,NA,41,12,5.2734,17640,0.7515,7,7,4,17.64,NA,16
687,0,0,0,0,54,15,NA,52,15,10.417,20000,0.6915,14,16,6,20,NA,36
688,0,0,0,0,49,12,NA,54,12,7.5,15000,0.7215,7,7,0,15,NA,0
689,0,0,1,1,48,9,NA,47,8,6.3521,14060,0.7215,10,12,1,14.06,NA,1
690,0,0,0,2,42,9,NA,45,10,3.8071,15825,0.7215,7,14,3,15.825,NA,9
691,0,0,1,2,41,12,NA,44,14,9.9099,16510,0.7215,3,16,15,16.51,NA,225
692,0,0,0,0,55,16,NA,56,11,2.6701,13000,0.7215,12,12,33,13,NA,1089
693,0,0,0,0,42,9,NA,46,8,4.3956,10000,0.7515,7,7,2,10,NA,4
694,0,0,0,1,32,15,NA,33,17,7.971,22000,0.6615,12,12,1,22,NA,1
695,0,0,0,2,43,12,NA,44,14,15.429,29800,0.5815,7,7,10,29.8,NA,100
696,0,0,1,3,33,12,NA,37,13,1.9854,15000,0.7215,7,7,0,15,NA,0
697,0,0,0,1,48,15,NA,51,16,7.2562,22300,0.7215,10,14,14,22.3,NA,196
698,0,0,0,2,43,12,NA,48,9,7.0352,14550,0.7215,3,16,15,14.55,NA,225
699,0,0,1,3,47,17,NA,57,16,8.1347,19730,0.6915,14,12,15,19.73,NA,225
700,0,0,0,0,54,12,NA,60,12,11.981,35000,0.5515,12,12,10,35,NA,100
701,0,0,0,1,51,12,NA,52,12,5.9922,21014,0.6615,7,3,6,21.014,NA,36
702,0,0,0,1,51,10,NA,57,10,4.1458,10876,0.7515,14,7,18,10.876,NA,324
703,0,0,1,1,43,13,NA,42,13,8.5102,27850,0.6215,12,10,15,27.85,NA,225
704,0,0,0,0,53,12,NA,59,8,2.9631,9560,0.7515,0,3,30,9.56,NA,900
705,0,0,1,1,34,11,NA,36,12,8.8149,30300,0.6215,7,7,15,30.3,NA,225
706,0,0,1,1,31,8,NA,31,10,2.4955,7720,0.7815,7,7,10,7.72,NA,100
707,0,0,0,0,56,12,NA,59,8,4.8843,10550,0.7515,10,7,0,10.55,NA,0
708,0,0,0,1,42,16,NA,55,15,10.2,24106,0.6615,12,7,0,24.106,NA,0
709,0,0,0,2,32,12,NA,35,16,10,22995,0.6615,12,14,4,22.995,NA,16
710,0,0,1,3,35,12,NA,37,12,5.3571,6000,0.8015,12,12,0,6,NA,0
711,0,0,1,1,30,12,NA,36,14,9.7959,24350,0.6615,14,14,3,24.35,NA,9
712,0,0,0,0,51,10,NA,50,11,1.3741,7608,0.7715,7,7,20,7.608,NA,400
713,0,0,0,3,47,12,NA,48,12,3.463,28200,0.7215,7,7,3,28.2,NA,9
714,0,0,0,1,54,12,NA,55,13,5.0408,16150,0.7215,3,7,1,16.15,NA,1
715,0,0,3,0,31,15,NA,34,17,16.667,51200,0.4415,7,10,5,51.2,NA,25
716,0,0,0,0,47,10,NA,45,11,4.3294,12646,0.7515,7,7,7,12.646,NA,49
717,0,0,0,3,47,14,NA,42,16,10.193,19000,0.6915,7,7,6,19,NA,36
718,0,0,0,3,40,12,NA,39,12,7.5833,19000,0.7215,7,7,2,19,NA,4
719,0,0,0,0,48,8,NA,50,7,4.1204,14400,0.7515,3,3,0,14.4,NA,0
720,0,0,0,7,34,8,NA,51,7,4.8077,7232,0.9415,3,7,10,7.232,NA,100
721,0,0,0,3,38,12,NA,42,16,3.1531,21943,0.7515,7,10,6,21.943,NA,36
722,0,0,1,3,32,12,NA,34,16,19,47500,0.4615,7,10,4,47.5,NA,16
723,0,0,0,1,48,16,NA,45,17,6.0535,28900,0.6215,12,7,8,28.9,NA,64
724,0,0,0,2,41,12,NA,46,7,3.7875,12400,0.7715,7,7,18,12.4,NA,324
725,0,0,0,2,49,5,NA,43,3,2.9287,6531,0.7815,0,0,7,6.531,NA,49
726,0,0,0,0,59,8,NA,55,12,9.2972,22422,0.6915,3,7,15,22.422,NA,225
727,0,0,0,0,58,13,NA,57,16,9.3827,22200,0.6615,7,7,7,22.2,NA,49
728,0,0,0,3,41,12,NA,48,15,26.531,77000,0.4415,7,14,8,77,NA,64
729,0,0,0,2,45,12,NA,45,12,40.509,88000,0.4415,10,10,8,88,NA,64
730,0,0,1,1,30,14,NA,32,17,15.16,26040,0.6215,12,10,3,26.04,NA,9
731,0,0,0,1,41,12,NA,42,16,18.964,63500,0.4415,7,7,10,63.5,NA,100
732,0,0,2,0,30,12,NA,33,16,5.4152,12100,0.7515,10,10,9,12.1,NA,81
733,0,0,0,1,53,12,NA,54,12,1.9988,17505,0.7515,12,7,24,17.505,NA,576
734,0,0,0,0,31,12,NA,37,14,8,18000,0.6915,10,7,12,18,NA,144
735,0,0,0,2,43,14,NA,44,17,11.153,28069,0.6615,12,12,2,28.069,NA,4
736,0,0,1,1,31,12,NA,30,14,5.9524,14000,0.7515,12,14,6,14,NA,36
737,0,0,0,0,51,12,NA,60,10,2.1194,8117,0.7515,10,3,18,8.117,NA,324
738,0,0,0,0,43,9,NA,45,12,3.8384,11895,0.7715,7,7,17,11.895,NA,289
739,0,0,1,2,31,14,NA,34,16,17.361,45250,0.4915,16,16,7,45.25,NA,49
740,0,0,0,0,48,11,NA,48,12,8.0092,31106,0.6915,7,10,6,31.106,NA,36
741,0,0,1,1,31,12,NA,33,14,3,4000,0.8015,12,7,10,4,NA,100
742,0,0,0,1,44,12,NA,46,12,10.589,40500,0.5815,7,7,5,40.5,NA,25
743,0,0,0,1,48,11,NA,50,14,10.913,21620,0.7215,10,7,7,21.62,NA,49
744,0,0,0,1,53,12,NA,53,12,5.6033,23426,0.7215,0,0,11,23.426,NA,121
745,0,0,0,3,42,10,NA,44,12,7.9365,26000,0.6615,3,3,14,26,NA,196
746,0,0,2,6,39,12,NA,34,12,2.9476,7840,0.9415,7,0,5,7.84,NA,25
747,0,0,1,2,32,10,NA,36,4,2.0562,6800,0.7915,7,3,2,6.8,NA,4
748,0,0,0,2,36,12,NA,39,12,1.3013,5330,0.7915,7,12,4,5.33,NA,16
749,0,0,0,2,40,13,NA,43,16,9.2715,28200,0.6215,10,10,5,28.2,NA,25
750,0,0,2,3,31,12,NA,33,12,4.8638,10000,0.7715,12,12,14,10,NA,196
751,0,0,0,0,43,12,NA,43,12,1.0898,9952,0.7515,10,3,4,9.952,NA,16
752,0,0,0,0,60,12,NA,55,8,12.44,24984,0.6215,12,12,15,24.984,NA,225
753,0,0,0,3,39,9,NA,48,12,6.0897,28363,0.6915,7,7,12,28.363,NA,144
